汉字,漢越語,IPA,聲調,拼音,攝別,四聲,韻目,字母,開合,等第,清濁,上字,下字,,,,,,,,,,,
巇,Hi,hi1,平聲,xī,止,平,支,曉,開,三,次清,許,羈,,,,,,,,,,,
巉,Sàm,ʂa:m2,弦聲,chán,咸,平,銜,崇,開,二,全濁,鋤,銜,,,,,,,,,,,
巍,Nguy,ŋwi1,平聲,wēi,止,平,微,疑,合,三,次濁,語,韋,,,,,,,,,,,
懸,Huyền,hwien2,弦聲,xuán,山,平,先,匣,合,四,全濁,胡,涓,,,,,,,,,,,
懺,Sám,ʂa:m5,銳聲,chàn,咸,去,鑑,初,開,二,次清,楚,鑒,,,,,,,,,,,
懽,Hoàn,hwa:n2,弦聲,huān,山,平,桓,曉,合,一,次清,呼,官,,,,,,,,,,,
攔,Lan,la:n1,平聲,lán,山,平,寒,來,開,一,次濁,落,干,,,,,,,,,,,
攖,Anh,a:ɲ1,平聲,yīng,梗,平,清,影,開,三,全清,於,盈,,,,,,,,,,,
攘,Nhương,ɲɯɤŋ1,平聲,ráng,宕,平,陽,日,開,三,次濁,汝,陽,,,,,,,,,,,
攙,Sam,ʂa:m1,平聲,chān,咸,平,銜,初,開,二,次清,楚,銜,,,,,,,,,,,
斆,Hiệu,hiew6,重聲,xiào,效,去,效,匣,開,二,全濁,胡,教,,,,,,,,,,,
曦,Hi,hi1,平聲,xī,止,平,支,曉,開,三,次清,許,羈,,,,,,,,,,,
曨,Lông,loŋ1,平聲,lóng,通,平,東,來,合,一,次濁,盧,紅,,,,,,,,,,,
朧,Lông,loŋ1,平聲,lóng,通,平,東,來,合,一,次濁,盧,紅,,,,,,,,,,,
櫨,Lô,lo1,平聲,lú,遇,平,模,來,合,一,次濁,落,胡,,,,,,,,,,,
櫪,Lịch,liʧ8,重入,lì,梗,入,錫,來,開,四,次濁,郎,擊,,,,,,,,,,,
櫬,Sấn,ʂɤn5,銳聲,chèn,臻,去,震,初,開,三,次清,初,覲,,,,,,,,,,,
櫱,Nghiệt,ŋiet8,重入,niè,山,入,薛,疑,開,三,次濁,魚,列,,,,,,,,,,,
櫳,Long,lɔŋ1,平聲,lóng,通,平,東,來,合,一,次濁,盧,紅,,,,,,,,,,,
櫸,Cử,kɯ3,問聲,jǔ,遇,上,語,見,開,三,全清,居,許,,,,,,,,,,,
瀰,Di,zi1,平聲,mí,止,平,支,明,開,三,次濁,武,移,,,,,,,,,,,
瀲,Liễm,liem4,跌聲,liàn,咸,上,琰,來,開,三,次濁,良,冉,,,,,,,,,,,
瀹,Thược,t'ɯɤk8,重入,yuè,宕,入,藥,以,開,三,次濁,以,灼,,,,,,,,,,,
瀼,Nhương,ɲɯɤŋ1,平聲,ráng,宕,平,陽,日,開,三,次濁,汝,陽,,,,,,,,,,,
瀾,Lan,la:n1,平聲,lán,山,平,寒,來,開,一,次濁,落,干,,,,,,,,,,,
灌,Quán,kwa:n5,銳聲,guàn,山,去,換,見,合,一,全清,古,玩,,,,,,,,,,,
爐,Lô,lo1,平聲,lú,遇,平,模,來,合,一,次濁,落,胡,,,,,,,,,,,
犧,Hi,hi1,平聲,xī,止,平,支,曉,開,三,次清,許,羈,,,,,,,,,,,
獻,Hiến,hien5,銳聲,xiàn,山,去,願,曉,開,三,次清,許,建,,,,,,,,,,,
獼,Mi,mi1,平聲,mí,止,平,支,明,開,三,次濁,武,移,,,,,,,,,,,
獾,Hoan,hwa:n1,平聲,huān,山,平,桓,曉,合,一,次清,呼,官,,,,,,,,,,,
瓏,Lung,luŋ1,平聲,lóng,通,平,東,來,合,一,次濁,盧,紅,,,,,,,,,,,
甗,Nghiễn,ŋien4,跌聲,yǎn,山,上,獮,疑,開,三,次濁,魚,蹇,,,,,,,,,,,
癥,Trưng,tʂɯŋ1,平聲,zhēng,曾,平,蒸,知,開,三,全清,陟,陵,,,,,,,,,,,
矍,Quắc,kwak7,銳入,jué,宕,入,藥,見,合,三,全清,居,縛,,,,,,,,,,,
礧,Lôi,loj1,平聲,lèi,蟹,去,隊,來,合,一,次濁,盧,對,,,,,,,,,,,
礫,Lịch,liʧ8,重入,lì,梗,入,錫,來,開,四,次濁,郎,擊,,,,,,,,,,,
礬,Phàn,fa:n2,弦聲,fán,山,平,元,奉,合,三,全濁,附,袁,,,,,,,,,,,
竇,Đậu,dɤw6,重聲,dòu,流,去,候,定,開,一,全濁,徒,候,,,,,,,,,,,
競,Cạnh,ka:ɲ6,重聲,jìng,梗,去,映,羣,開,三,全濁,渠,敬,,,,,,,,,,,
籃,Lam,la:m1,平聲,lán,咸,平,談,來,開,一,次濁,魯,甘,,,,,,,,,,,
籌,Trù,tʂu2,弦聲,chóu,流,平,尤,澄,開,三,全濁,直,由,,,,,,,,,,,
籍,Tịch,tiʧ8,重入,jí,梗,入,昔,從,開,三,全濁,秦,昔,,,,,,,,,,,
糯,Nọa,nwa:6,重聲,nuò,果,去,過,泥,合,一,次濁,乃,臥,,,,,,,,,,,
糲,Lệ,le6,重聲,lì,蟹,去,祭,來,開,三,次濁,力,制,,,,,,,,,,,
繻,Nhu,ɲu1,平聲,xū,遇,平,虞,日,合,三,次濁,人,朱,,,,,,,,,,,
繼,Kế,ke5,銳聲,jì,蟹,去,霽,見,開,四,全清,古,詣,,,,,,,,,,,
繽,Tân,tɤn1,平聲,bīn,臻,平,真,滂,開,三,次清,匹,賓,,,,,,,,,,,
纁,Huân,hwɤn1,平聲,xūn,臻,平,文,曉,合,三,次清,許,云,,,,,,,,,,,
纂,Toản,twa:n3,問聲,zuǎn,山,上,緩,精,合,一,全清,作,管,,,,,,,,,,,
纊,Khoáng,xwa:ŋ5,銳聲,kuàng,宕,去,宕,溪,合,一,次清,苦,謗,,,,,,,,,,,
罌,Anh,a:ɲ1,平聲,yīng,梗,平,耕,影,開,二,全清,烏,莖,,,,,,,,,,,
翿,Đạo,da:w6,重聲,dào,效,去,號,定,開,一,全濁,徒,到,,,,,,,,,,,
耀,Diệu,ziew6,重聲,yào,效,去,笑,以,開,三,次濁,弋,照,,,,,,,,,,,
臚,Lư,lɯ1,平聲,lú,遇,平,魚,來,開,三,次濁,力,居,,,,,,,,,,,
臛,Hoắc,hwak7,銳入,huò,通,入,沃,曉,合,一,次清,火,酷,,,,,,,,,,,
艦,Hạm,ha:m6,重聲,jiàn,咸,上,檻,匣,開,二,全濁,胡,黤,,,,,,,,,,,
蘖,Nghiệt,ŋiet8,重入,niè,山,入,薛,疑,開,三,次濁,魚,列,,,,,,,,,,,
蘘,Nhương,ɲɯɤŋ1,平聲,ráng,宕,平,陽,日,開,三,次濁,汝,陽,,,,,,,,,,,
蘚,Tiển,tien3,問聲,xiǎn,山,上,獮,心,開,三,全清,息,淺,,,,,,,,,,,
蘞,Liêm,liem1,平聲,lián,咸,平,鹽,來,開,三,次濁,力,鹽,,,,,,,,,,,
蘞,Liễm,liem4,跌聲,liàn,咸,上,琰,來,開,三,次濁,良,冉,,,,,,,,,,,
蘩,Phiền,fien2,弦聲,fán,山,平,元,奉,合,三,全濁,附,袁,,,,,,,,,,,
蘭,Lan,la:n1,平聲,lán,山,平,寒,來,開,一,次濁,落,干,,,,,,,,,,,
蠐,Tề,te2,弦聲,qí,蟹,平,齊,從,開,四,全濁,徂,奚,,,,,,,,,,,
蠑,Vinh,viɲ1,平聲,róng,梗,平,庚,云,合,三,次濁,永,兵,,,,,,,,,,,
蠔,Hào,ha:w2,弦聲,háo,止,去,志,清,開,三,次清,七,吏,,,,,,,,,,,
蠕,Nhu,ɲu1,平聲,ruǎn,遇,平,虞,日,合,三,次濁,人,朱,,,,,,,,,,,
蠙,Tân,tɤn1,平聲,bīn,臻,平,真,並,開,三,全濁,符,真,,,,,,,,,,,
蠛,Miệt,miet8,重入,miè,山,入,屑,明,開,四,次濁,莫,結,,,,,,,,,,,
蠣,Lệ,le6,重聲,lì,蟹,去,祭,來,開,三,次濁,力,制,,,,,,,,,,,
衊,Miệt,miet8,重入,miè,山,入,屑,明,開,四,次濁,莫,結,,,,,,,,,,,
襫,Thích,t'iʧ7,銳入,shì,梗,入,昔,書,開,三,全清,施,隻,,,,,,,,,,,
襬,Bi,bi1,平聲,bǎi,止,平,支,幫,開,三,全清,彼,為,,,,,,,,,,,
襭,Hiệt,hiet8,重入,xié,山,入,屑,匣,開,四,全濁,胡,結,,,,,,,,,,,
襮,Bộc,bok8,重入,bó,通,入,沃,幫,合,一,全清,博,沃,,,,,,,,,,,
覺,Giác,ʑa:k7,銳入,jué,江,入,覺,見,開,二,全清,古,岳,,,,,,,,,,,
覺,Giáo,ʑa:w5,銳聲,jiào,效,去,效,見,開,二,全清,古,孝,,,,,,,,,,,
觸,Xúc,suk7,銳入,chù,通,入,燭,昌,合,三,次清,尺,玉,,,,,,,,,,,
譍,Ứng,ɯŋ5,銳聲,yìng,曾,去,證,影,開,三,全清,於,證,,,,,,,,,,,
譟,Táo,ta:w5,銳聲,zào,效,去,號,心,開,一,全清,蘇,到,,,,,,,,,,,
譫,Chiêm,tʂiem1,平聲,zhān,咸,入,盍,章,開,一,全清,章,盍,,,,,,,,,,,
譬,Thí,t'i5,銳聲,pì,止,去,寘,滂,開,三,次清,匹,賜,,,,,,,,,,,
譭,Hủy,hwi3,問聲,huǐ,止,上,紙,曉,合,三,次清,許,委,,,,,,,,,,,
譯,Dịch,ziʧ8,重入,yì,梗,入,昔,以,開,三,次濁,羊,益,,,,,,,,,,,
議,Nghị,ŋi6,重聲,yì,止,去,寘,疑,開,三,次濁,宜,寄,,,,,,,,,,,
譱,Thiện,t'ien6,重聲,shàn,山,上,獮,禪,開,三,全濁,常,演,,,,,,,,,,,
譴,Khiển,xien3,問聲,qiǎn,山,去,線,溪,開,三,次清,去,戰,,,,,,,,,,,
護,Hộ,ho6,重聲,hù,遇,去,暮,匣,合,一,全濁,胡,誤,,,,,,,,,,,
譽,Dự,zɯ6,重聲,yù,遇,去,御,以,開,三,次濁,羊,洳,,,,,,,,,,,
賸,Thặng,t'aŋ6,重聲,shèng,曾,去,證,船,開,三,全濁,實,證,,,,,,,,,,,
贍,Thiệm,t'iem6,重聲,shàn,咸,去,豔,禪,開,三,全濁,時,豔,,,,,,,,,,,
躁,Táo,ta:w5,銳聲,zào,效,去,號,精,開,一,全清,則,到,,,,,,,,,,,
躃,Tích,tiʧ7,銳入,bì,梗,入,昔,並,開,三,全濁,房,益,,,,,,,,,,,
躄,Tích,tiʧ7,銳入,bì,梗,入,昔,幫,開,三,全清,必,益,,,,,,,,,,,
躅,Trục,tʂuk8,重入,zhú,通,入,燭,澄,合,三,全濁,直,錄,,,,,,,,,,,
轖,Sắc,ʂak7,銳入,sè,曾,入,職,生,開,三,全清,所,力,,,,,,,,,,,
轗,Khảm,xa:m3,問聲,kǎn,咸,上,感,溪,開,一,次清,苦,感,,,,,,,,,,,
轘,Hoàn,hwa:n2,弦聲,huàn,山,平,刪,匣,合,二,全濁,戶,關,,,,,,,,,,,
辮,Biện,bien6,重聲,biàn,山,上,銑,並,開,四,全濁,薄,泫,,,,,,,,,,,
酆,Phong,fɔŋ1,平聲,fēng,通,平,東,敷,合,三,次清,敷,隆,,,,,,,,,,,
醲,Nùng,nuŋ2,弦聲,nóng,通,平,鍾,娘,合,三,次濁,女,容,,,,,,,,,,,
醴,Lễ,le4,跌聲,lǐ,蟹,上,薺,來,開,四,次濁,盧,啟,,,,,,,,,,,
醵,Cự,kɯ6,重聲,jù,遇,去,御,羣,開,三,全濁,其,據,,,,,,,,,,,
釋,Thích,t'iʧ7,銳入,shì,梗,入,昔,書,開,三,全清,施,隻,,,,,,,,,,,
鏹,Cưỡng,kɯɤŋ4,跌聲,qiǎng,宕,上,養,見,開,三,全清,居,兩,,,,,,,,,,,
鐃,Nao,na:w1,平聲,náo,效,平,肴,娘,開,二,次濁,女,交,,,,,,,,,,,
鐋,Thảng,t'a:ŋ3,問聲,tàng,宕,去,宕,透,開,一,次清,他,浪,,,,,,,,,,,
鐍,Quyết,kwiet7,銳入,jué,山,入,屑,見,合,四,全清,古,穴,,,,,,,,,,,
鐎,Tiêu,tiew1,平聲,jiāo,效,平,宵,精,開,三,全清,即,消,,,,,,,,,,,
鐏,Tỗn,ton4,跌聲,zūn,臻,去,慁,從,合,一,全濁,徂,悶,,,,,,,,,,,
鐐,Liêu,liew1,平聲,liáo,效,平,蕭,來,開,四,次濁,落,蕭,,,,,,,,,,,
鐓,Đối,doj5,銳聲,duì,蟹,去,隊,定,合,一,全濁,徒,對,,,,,,,,,,,
鐘,Chung,tʂuŋ1,平聲,zhōng,通,平,鍾,章,合,三,全清,職,容,,,,,,,,,,,
鐙,Đặng,daŋ6,重聲,dèng,曾,去,嶝,端,開,一,全清,都,鄧,,,,,,,,,,,
鐧,Giản,ʑa:n3,問聲,jiǎn,山,去,諫,見,開,二,全清,古,晏,,,,,,,,,,,
鐫,Tuyên,twien1,平聲,juān,山,平,仙,精,合,三,全清,子,泉,,,,,,,,,,,
闠,Hội,hoj6,重聲,huì,蟹,去,隊,匣,合,一,全濁,胡,對,,,,,,,,,,,
闡,Xiển,sien3,問聲,chǎn,山,上,獮,昌,開,三,次清,昌,善,,,,,,,,,,,
闢,Tịch,tiʧ8,重入,pì,梗,入,昔,並,開,三,全濁,房,益,,,,,,,,,,,
闤,Hoàn,hwa:n2,弦聲,huán,山,平,刪,匣,合,二,全濁,戶,關,,,,,,,,,,,
闥,Thát,t'a:t7,銳入,tà,山,入,曷,透,開,一,次清,他,達,,,,,,,,,,,
霰,Tản,ta:n3,問聲,xiàn,山,去,霰,心,開,四,全清,蘇,佃,,,,,,,,,,,
霱,Duật,zuɤt8,重入,yù,臻,入,術,以,合,三,次濁,餘,律,,,,,,,,,,,
韽,Am,a:m1,平聲,yīn,咸,平,覃,影,開,一,全清,烏,含,,,,,,,,,,,
響,Hưởng,hɯɤŋ3,問聲,xiǎng,宕,上,養,曉,開,三,次清,許,兩,,,,,,,,,,,
顢,Man,ma:n1,平聲,mán,山,平,桓,明,合,一,次濁,母,官,,,,,,,,,,,
顣,Túc,tuk7,銳入,cù,通,入,屋,精,合,三,全清,子,六,,,,,,,,,,,
飂,Liêu,liew1,平聲,liáo,流,平,尤,來,開,三,次濁,力,求,,,,,,,,,,,
飄,Phiêu,fiew1,平聲,piāo,效,平,宵,滂,開,三,次清,撫,招,,,,,,,,,,,
饊,Tản,ta:n3,問聲,sǎn,山,上,旱,心,開,一,全清,蘇,旱,,,,,,,,,,,
饋,Quỹ,kwi4,跌聲,kuì,止,去,至,羣,合,三,全濁,求,位,,,,,,,,,,,
饌,Soạn,ʂwa:n6,重聲,zhuàn,山,去,線,崇,合,三,全濁,七,戀,,,,,,,,,,,
饎,Sí,ʂi5,銳聲,chì,止,去,志,昌,開,三,次清,昌,志,,,,,,,,,,,
饐,Ý,i5,銳聲,yì,止,去,至,影,開,三,全清,乙,冀,,,,,,,,,,,
饑,Ki,ki1,平聲,jī,止,平,微,見,開,三,全清,居,依,,,,,,,,,,,
饒,Nhiêu,ɲiew1,平聲,ráo,效,平,宵,日,開,三,次濁,如,招,,,,,,,,,,,
饗,Hưởng,hɯɤŋ3,問聲,xiǎng,宕,上,養,曉,開,三,次清,許,兩,,,,,,,,,,,
馨,Hinh,hiɲ1,平聲,xīn,梗,平,青,曉,開,四,次清,呼,刑,,,,,,,,,,,
騫,Khiên,xien1,平聲,qiān,山,平,仙,溪,開,三,次清,去,乾,,,,,,,,,,,
騮,Lưu,lɯw1,平聲,liú,流,平,尤,來,開,三,次濁,力,求,,,,,,,,,,,
騶,Sô,ʂo1,平聲,zōu,流,平,尤,莊,開,三,全清,側,鳩,,,,,,,,,,,
驀,Mạch,ma:ʧ8,重入,mò,梗,入,陌,明,開,二,次濁,莫,白,,,,,,,,,,,
驁,Ngao,ŋa:w1,平聲,áo,效,平,豪,疑,開,一,次濁,五,勞,,,,,,,,,,,
驁,Ngạo,ŋa:w6,重聲,ào,效,去,號,疑,開,一,次濁,五,到,,,,,,,,,,,
驊,Hoa,hwa:1,平聲,huá,假,平,麻,匣,合,二,全濁,戶,花,,,,,,,,,,,
髏,Lâu,lɤw1,平聲,lóu,流,平,侯,來,開,一,次濁,落,侯,,,,,,,,,,,
鬐,Kì,ki2,弦聲,qí,止,平,脂,羣,開,三,全濁,渠,脂,,,,,,,,,,,
鬒,Chẩn,tʂɤn3,問聲,zhěn,臻,上,軫,章,開,三,全清,章,忍,,,,,,,,,,,
魔,Ma,ma:1,平聲,mó,果,平,戈,明,合,一,次濁,莫,婆,,,,,,,,,,,
鯶,Hỗn,hon4,跌聲,hǔn,臻,上,混,匣,合,一,全濁,胡,本,,,,,,,,,,,
鯿,Biên,bien1,平聲,biān,山,平,仙,幫,開,三,全清,卑,連,,,,,,,,,,,
鰂,Tặc,tak8,重入,zé,曾,入,德,從,開,一,全濁,昨,則,,,,,,,,,,,
鰈,Điệp,diep8,重入,dié,咸,入,盍,透,開,一,次清,吐,盍,,,,,,,,,,,
鰉,Hoàng,hwan:ŋ2,弦聲,huáng,宕,平,唐,匣,合,一,全濁,胡,光,,,,,,,,,,,
鰋,Yển,ien3,問聲,yǎn,山,上,阮,影,開,三,全清,於,幰,,,,,,,,,,,
鰌,Thu,t'u1,平聲,qiú,流,平,尤,從,開,三,全濁,自,秋,,,,,,,,,,,
鰍,Thu,t'u1,平聲,qiū,流,平,尤,清,開,三,次清,七,由,,,,,,,,,,,
鰐,Ngạc,ŋa:k8,重入,è,宕,入,鐸,疑,開,一,次濁,五,各,,,,,,,,,,,
鰒,Phục,fuk8,重入,fù,通,入,屋,奉,合,三,全濁,房,六,,,,,,,,,,,
鰓,Tai,ta:j1,平聲,sāi,蟹,平,咍,心,開,一,全清,蘇,來,,,,,,,,,,,
鰕,Hà,ha:2,弦聲,xiá,假,平,麻,匣,開,二,全濁,胡,加,,,,,,,,,,,
鶒,Xích,siʧ7,銳入,chì,曾,入,職,徹,開,三,次清,恥,力,,,,,,,,,,,
鶘,Hồ,ho2,弦聲,hú,遇,平,模,匣,合,一,全濁,戶,吳,,,,,,,,,,,
鶚,Ngạc,ŋa:k8,重入,è,宕,入,鐸,疑,開,一,次濁,五,各,,,,,,,,,,,
鶡,Hạt,ha:t8,重入,hé,山,入,曷,匣,開,一,全濁,胡,葛,,,,,,,,,,,
鶩,Vụ,vu6,重聲,mù,遇,去,遇,微,合,三,次濁,亡,遇,,,,,,,,,,,
鶻,Cốt,kot7,銳入,gǔ,臻,入,沒,見,合,一,全清,古,忽,,,,,,,,,,,
鶻,Hoạt,hwa:t8,重入,hú,山,入,黠,匣,合,二,全濁,戶,八,,,,,,,,,,,
鷀,Từ,tɯ2,弦聲,cí,止,平,之,從,開,三,全濁,疾,之,,,,,,,,,,,
鹺,Ta,ta:1,平聲,cuó,果,平,歌,從,開,一,全濁,昨,何,,,,,,,,,,,
麵,Miến,mien5,銳聲,miàn,山,去,霰,明,開,四,次濁,莫,甸,,,,,,,,,,,
黥,Kình,kiɲ2,弦聲,jīng,梗,平,庚,羣,開,三,全濁,渠,京,,,,,,,,,,,
黦,Uất,wɤt7,銳入,yù,臻,入,物,影,合,三,全清,紆,物,,,,,,,,,,,
黧,Lê,le1,平聲,lí,蟹,平,齊,來,開,四,次濁,郎,奚,,,,,,,,,,,
黨,Đảng,da:ŋ3,問聲,dǎng,宕,上,蕩,端,開,一,全清,多,朗,,,,,,,,,,,
鼯,Ngô,ŋo1,平聲,wú,遇,平,模,疑,合,一,次濁,五,乎,,,,,,,,,,,
齚,Trách,tʂa:ʧ7,銳入,cuò,梗,入,陌,崇,開,二,全濁,鋤,陌,,,,,,,,,,,
齟,Trở,tʂɤ:3,問聲,jǔ,遇,上,語,崇,開,三,全濁,牀,呂,,,,,,,,,,,
齡,Linh,liɲ1,平聲,líng,梗,平,青,來,開,四,次濁,郎,丁,,,,,,,,,,,
儷,Lệ,le6,重聲,lì,蟹,去,霽,來,開,四,次濁,郎,計,,,,,,,,,,,
儺,Na,na:1,平聲,nuó,果,平,歌,泥,開,一,次濁,諾,何,,,,,,,,,,,
儼,Nghiễm,ŋiem4,跌聲,yǎn,咸,上,儼,疑,開,三,次濁,魚,?,,,,,,,,,,,
劘,Mi,mi1,平聲,mó,果,平,戈,明,合,一,次濁,莫,婆,,,,,,,,,,,
囀,Chuyển,tʂwien3,問聲,zhuàn,山,去,線,知,合,三,全清,知,戀,,,,,,,,,,,
囁,Chiếp,tʂiep7,銳入,niè,咸,入,葉,章,開,三,全清,之,涉,,,,,,,,,,,
囂,Hiêu,hiew1,平聲,xiāo,效,平,宵,曉,開,三,次清,許,嬌,,,,,,,,,,,
囈,Nghệ,ŋe6,重聲,yì,蟹,去,祭,疑,開,三,次濁,魚,祭,,,,,,,,,,,
夔,Quỳ,kwi2,弦聲,kuí,止,平,脂,羣,合,三,全濁,渠,追,,,,,,,,,,,
屬,Thuộc,t'uok8,重入,shǔ,通,入,燭,禪,合,三,全濁,市,玉,,,,,,,,,,,
巋,Khuy,xwi1,平聲,kuī,止,平,脂,溪,合,三,次清,丘,追,,,,,,,,,,,
廱,Ung,uŋ1,平聲,yōng,通,平,鍾,影,合,三,全清,於,容,,,,,,,,,,,
懼,Cụ,ku6,重聲,jù,遇,去,遇,羣,合,三,全濁,其,遇,,,,,,,,,,,
懾,Nhiếp,ɲiep7,銳入,shè,咸,入,葉,章,開,三,全清,之,涉,,,,,,,,,,,
攜,Huề,hwe2,弦聲,xī,蟹,平,齊,匣,合,四,全濁,戶,圭,,,,,,,,,,,
攝,Nhiếp,ɲiep7,銳入,shè,咸,入,帖,泥,開,四,次濁,奴,協,,,,,,,,,,,
斕,Lan,la:n1,平聲,lán,山,平,山,來,開,二,次濁,力,閑,,,,,,,,,,,
曩,Nẵng,naŋ4,跌聲,nǎng,宕,上,蕩,泥,開,一,次濁,奴,朗,,,,,,,,,,,
櫺,Linh,liɲ1,平聲,líng,梗,平,青,來,開,四,次濁,郎,丁,,,,,,,,,,,
櫻,Anh,a:ɲ1,平聲,yīng,梗,平,耕,影,開,二,全清,烏,莖,,,,,,,,,,,
欃,Sàm,ʂa:m2,弦聲,chán,咸,平,咸,崇,開,二,全濁,士,咸,,,,,,,,,,,
欄,Lan,la:n1,平聲,lán,山,平,寒,來,開,一,次濁,落,干,,,,,,,,,,,
權,Quyền,kwien2,弦聲,quán,山,平,仙,羣,合,三,全濁,巨,員,,,,,,,,,,,
歡,Hoan,hwa:n1,平聲,huān,山,平,桓,曉,合,一,次清,呼,官,,,,,,,,,,,
殲,Tiêm,tiem1,平聲,jiān,咸,平,鹽,精,開,三,全清,子,廉,,,,,,,,,,,
灄,Nhiếp,ɲiep7,銳入,shè,咸,入,葉,書,開,三,全清,書,涉,,,,,,,,,,,
灉,Ung,uŋ1,平聲,yōng,通,平,鍾,影,合,三,全清,於,容,,,,,,,,,,,
灊,Tiềm,tiem2,弦聲,qián,咸,平,鹽,從,開,三,全濁,昨,鹽,,,,,,,,,,,
灕,Li,li1,平聲,lí,止,平,支,來,開,三,次濁,呂,支,,,,,,,,,,,
爚,Dược,zɯɤk8,重入,yuè,宕,入,藥,以,開,三,次濁,以,灼,,,,,,,,,,,
爛,Lạn,la:n6,重聲,làn,山,去,翰,來,開,一,次濁,郎,旰,,,,,,,,,,,
爝,Tước,tɯɤk7,銳入,jué,宕,入,藥,精,開,三,全清,即,略,,,,,,,,,,,
瓔,Anh,a:ɲ1,平聲,yīng,梗,平,清,影,開,三,全清,於,盈,,,,,,,,,,,
瓖,Tương,tɯɤŋ1,平聲,xiāng,宕,平,陽,心,開,三,全清,息,良,,,,,,,,,,,
癧,Lịch,liʧ8,重入,lì,梗,入,錫,來,開,四,次濁,郎,擊,,,,,,,,,,,
癩,Lại,la:j6,重聲,lài,蟹,去,泰,來,開,一,次濁,落,蓋,,,,,,,,,,,
癮,Ẩn,ɤn3,問聲,yǐn,臻,上,隱,影,開,三,全清,於,謹,,,,,,,,,,,
矐,Hoắc,hwak7,銳入,huò,宕,入,鐸,曉,合,一,次清,虛,郭,,,,,,,,,,,
矑,Lô,lo1,平聲,lú,遇,平,模,來,合,一,次濁,落,胡,,,,,,,,,,,
礮,Pháo,fa:w5,銳聲,pào,效,去,效,滂,開,二,次清,匹,皃,,,,,,,,,,,
礱,Lung,luŋ1,平聲,lóng,通,平,東,來,合,一,次濁,盧,紅,,,,,,,,,,,
礴,Bạc,ba:k8,重入,bó,宕,入,鐸,並,開,一,全濁,傍,各,,,,,,,,,,,
禳,Nhương,ɲɯɤŋ1,平聲,ráng,宕,平,陽,日,開,三,次濁,汝,陽,,,,,,,,,,,
禴,Dược,zɯɤk8,重入,yuè,宕,入,藥,以,開,三,次濁,以,灼,,,,,,,,,,,
竈,Táo,ta:w5,銳聲,zào,效,去,號,精,開,一,全清,則,到,,,,,,,,,,,
籑,Soạn,ʂwa:n6,重聲,zhuàn,山,去,線,崇,合,三,全濁,七,戀,,,,,,,,,,,
纆,Mặc,mak8,重入,mò,曾,入,德,明,開,一,次濁,莫,北,,,,,,,,,,,
纇,Lỗi,loj4,跌聲,lèi,蟹,去,隊,來,合,一,次濁,盧,對,,,,,,,,,,,
續,Tục,tuk8,重入,xù,通,入,燭,邪,合,三,全濁,似,足,,,,,,,,,,,
纍,Luy,lwi1,平聲,léi,止,平,脂,來,合,三,次濁,力,追,,,,,,,,,,,
纍,Lụy,lwi6,重聲,lèi,止,去,至,來,合,三,次濁,力,遂,,,,,,,,,,,
纏,Triền,tʂien2,弦聲,chán,山,平,仙,澄,開,三,全濁,直,連,,,,,,,,,,,
罍,Lôi,loj1,平聲,léi,蟹,平,灰,來,合,一,次濁,魯,回,,,,,,,,,,,
羼,Sạn,ʂa:n6,重聲,chàn,山,去,諫,初,開,二,次清,初,鴈,,,,,,,,,,,
耰,Ưu,ɯw1,平聲,yōu,流,平,尤,影,開,三,全清,於,求,,,,,,,,,,,
臝,Lỏa,lwa:3,問聲,luǒ,果,上,果,來,合,一,次濁,郎,果,,,,,,,,,,,
蘺,Li,li1,平聲,lí,止,平,支,來,開,三,次濁,呂,支,,,,,,,,,,,
蠜,Phàn,fa:n2,弦聲,fán,山,平,元,奉,合,三,全濁,附,袁,,,,,,,,,,,
蠟,Lạp,la:p8,重入,là,咸,入,盍,來,開,一,次濁,盧,盍,,,,,,,,,,,
蠡,Lê,le1,平聲,lí,止,平,支,來,開,三,次濁,呂,支,,,,,,,,,,,
蠡,Lễ,le4,跌聲,lǐ,果,平,戈,來,合,一,次濁,落,戈,,,,,,,,,,,
蠡,Lãi,la:j4,跌聲,lǐ,蟹,上,薺,來,開,四,次濁,盧,啟,,,,,,,,,,,
蠢,Xuẩn,swɤn3,問聲,chǔn,臻,上,準,昌,合,三,次清,尺,尹,,,,,,,,,,,
襯,Sấn,ʂɤn5,銳聲,chèn,臻,去,震,初,開,三,次清,初,覲,,,,,,,,,,,
覼,La,la:1,平聲,luó,果,平,戈,來,合,一,次濁,落,戈,,,,,,,,,,,
覽,Lãm,la:m4,跌聲,lǎn,咸,上,敢,來,開,一,次濁,盧,敢,,,,,,,,,,,
譸,Trù,tʂu2,弦聲,zhōu,流,平,尤,知,開,三,全清,張,流,,,,,,,,,,,
贑,Cống,koŋ5,銳聲,gǎn,咸,上,感,見,開,一,全清,古,禫,,,,,,,,,,,
贓,Tang,ta:ŋ1,平聲,zāng,宕,平,唐,精,開,一,全清,則,郎,,,,,,,,,,,
贔,Bí,bi5,銳聲,bì,止,去,至,並,開,三,全濁,平,祕,,,,,,,,,,,
趯,Địch,diʧ8,重入,tì,梗,入,錫,透,開,四,次清,他,歷,,,,,,,,,,,
躊,Trù,tʂu2,弦聲,chóu,流,平,尤,澄,開,三,全濁,直,由,,,,,,,,,,,
